VFclass	Virulence factors	Related genes	ma102(Prediction)	ma1265(Prediction)	P.aeruginosa PAO1	P.entomophila L48	P.fluorescens Pf-5	P.fluorescens Pf0-1	P.mendocina ymp	P.putida KT2440	P.putida W619	P.stutzeri A1501	P.syringae 1448A	P.syringae pv. syringae B728a
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4314	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4315	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4316	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4317	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	Undetermined	-	-	-	-	-	-	-	-	-	-	PSPPH_4318	-
Toxin	Phytotoxin phaseolotoxin	argD	-	-	-	-	-	-	-	-	-	-	PSPPH_4313	-
Toxin	Phytotoxin phaseolotoxin	argK	-	-	-	-	-	-	-	-	-	-	PSPPH_4319	-
Toxin	Phytotoxin phaseolotoxin	cysC1	-	-	-	-	-	-	-	-	-	-	PSPPH_4301	-
Toxin	Phytotoxin phaseolotoxin	dcd2	-	-	-	-	-	-	-	-	-	-	PSPPH_4308	-
Toxin	Phytotoxin syringomycin	syrB1	-	-	-	-	-	-	-	-	-	-	-	Psyr_2611
Toxin	Phytotoxin syringomycin	syrB2	-	-	-	-	-	-	-	-	-	-	-	Psyr_2610
Toxin	Phytotoxin syringomycin	syrC	-	-	-	-	-	-	-	-	-	-	-	Psyr_2609
Toxin	Phytotoxin syringomycin	syrD	-	-	-	-	-	-	-	-	-	-	-	Psyr_2613
Toxin	Phytotoxin syringomycin	syrE	-	-	-	-	-	-	-	-	-	-	-	Psyr_2608
Toxin	Phytotoxin syringomycin	syrF	-	-	-	-	-	-	-	-	-	-	-	Psyr_2607
Toxin	Phytotoxin syringomycin	syrP	-	-	-	-	-	-	-	-	-	-	-	Psyr_2612
Toxin	Phytotoxin syringopeptin	sypA	-	-	-	-	-	-	-	-	-	-	-	Psyr_2614
Toxin	Phytotoxin syringopeptin	sypB	-	-	-	-	-	-	-	-	-	-	-	Psyr_2615
Toxin	Phytotoxin syringopeptin	sypC	-	-	-	-	-	-	-	-	-	-	-	Psyr_2616
Toxin	TccC-type insecticidal toxins	Undetermined	-	BMIEOKOB_03115; BMIEOKOB_03116	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
Toxin	TccC-type insecticidal toxins	Undetermined	-	-	-	PSEEN2485; PSEEN2697; PSEEN2788	-	Pfl_0947; Pfl_0948; Pfl_4455; Pfl_4456	-	-	-	-	PSPPH_2571; PSPPH_4042; PSPPH_4043	Psyr_0586; Psyr_1051; Psyr_4032; Psyr_4037; Psyr_4038
